date,open,high,low,close,preclose,volume,amount,return,return_1d,return_2d,return_5d,return_7d,return_10d,momentum_1d,momentum_2d,momentum_5d,momentum_7d,momentum_10d,DayOfWeek,DayOfMonth,DayOfYear,SMA_5d,SMA_7d,SMA_10d,SMA_20d,SMA_30d,EMA_5d,EMA_7d,EMA_10d,EMA_20d,EMA_30d,rsi,MACD,Signal_Line,cci,oi,ci,ui,di,Vyz,H-L,H-PC,L-PC,TR,ATR,OBV,VWMA,upper_band,lower_band,y
2016-01-21,199.0,203.48,183.08,183.08,203.42,6376125,1232946064.0,-9.999,-9.9991,5.6662,2.0202,-5.5879,10.0027,-20.339999999999975,-42.94,-18.919999999999987,-8.519999999999982,-21.909999999999997,-0.16666666666666669,0.16666666666666663,-0.44505494505494503,204.88600000000002,203.49,204.44599999999997,171.499,132.13833333333335,192.9288868310141,192.9288868310141,192.9288868310141,192.9288868310141,192.9288868310141,60.51975966000684,34.859751295443516,37.50929293400425,-140.39575780164688,-0.02196798247295765,-0.08338160893905101,0.02226289523007185,-0.08338160893905101,0.0021381047202987764,20.399999999999977,0.060000000000002274,20.339999999999975,20.399999999999977,18.99857142857143,8830815.0,204.68076927977626,247.1331533205419,161.21351334612473,-0.3617
2016-01-22,180.2,190.85,173.93,183.5,183.08,5825771,1062423312.0,0.2294,-9.999,-9.9991,-1.9753,3.3403,10.0005,0.4199999999999875,-19.919999999999987,-14.509999999999991,-14.5,-41.99000000000001,0.0,0.19999999999999996,-0.4423076923076923,201.98399999999998,201.41857142857143,200.24699999999999,176.327,137.13799999999998,191.35740569251178,191.35740569251178,191.35740569251178,191.35740569251178,191.35740569251178,57.71464448281275,31.70898137631184,36.34923062246577,-102.409939840814,-0.015855870611203936,0.01814732232038741,0.05742043401700122,-0.03541442575417551,0.0034196378161875,16.919999999999987,7.769999999999982,9.150000000000006,16.919999999999987,19.461904761904762,14656586.0,203.4251955557194,213.24791603563705,166.75208396436295,2.8373
2016-01-25,184.0,193.5,179.21,185.01,183.5,4648219,864550896.0,0.8229,0.2294,-9.999,8.0248,2.0202,-10.0004,1.509999999999991,1.9299999999999784,-28.890000000000015,-16.99000000000001,-17.930000000000007,-0.6666666666666666,0.30000000000000004,-0.4340659340659341,196.206,198.99142857142857,198.454,180.796,142.07633333333334,190.29950474375983,190.29950474375983,190.29950474375983,190.29950474375983,190.29950474375983,54.400812457684495,28.999529372703677,34.87929037251335,-56.82663862083378,0.0027210901143605863,0.005474120062525517,0.05034175486085083,-0.026377455053688305,0.00352023306540816,14.289999999999992,10.0,4.289999999999992,14.289999999999992,19.766190476190477,19304805.0,202.59354643290757,185.8933415435044,181.8333251231623,9.4182
2016-01-26,179.0,179.0,166.51,166.51,185.01,3898996,674135648.0,-9.9995,0.8229,0.2294,5.6662,-1.9753,-5.5879,-18.5,-16.99000000000001,-59.51000000000002,-31.5,-25.090000000000003,-0.5,0.33333333333333337,-0.43131868131868134,184.304,194.49142857142857,195.945,183.862,146.275,186.33458728646653,186.33458728646653,186.33458728646653,186.33458728646653,186.33458728646653,44.45190156599553,25.070476898392997,32.917527677689286,-116.91461836998714,-0.03302407183075604,-0.07233043816372964,0.0,-0.07233043816372964,0.0023040337169496538,12.490000000000009,6.009999999999991,18.5,18.5,20.233333333333334,15405809.0,201.2765295342317,198.88572461608564,157.79427538391437,-0.2957
2016-01-27,159.97,168.1,155.55,161.4,166.51,4645129,746645232.0,-3.0689,-9.9995,0.8229,-9.9991,8.0248,3.3403,-5.109999999999985,-23.609999999999985,-42.01999999999998,-52.5,-36.599999999999994,-0.33333333333333337,0.3666666666666667,-0.4285714285714286,175.9,186.99142857142857,192.285,186.1465,150.168,182.17882273872212,182.17882273872212,182.17882273872212,182.17882273872212,182.17882273872212,36.8124886549283,21.2988206646921,30.59378627508985,-114.54254265374331,-0.04006907002352104,0.00889945818234414,0.04957274276106558,-0.028019074309858238,0.001689131457884155,12.549999999999983,1.5900000000000034,10.95999999999998,12.549999999999983,20.375714285714285,10760680.0,199.61480596136107,195.81676573172302,146.12990093494363,-2.5074
2016-01-28,155.99,163.0,145.26,145.27,161.4,4144008,638251872.0,-9.9938,-3.0689,-9.9995,-9.999,5.6662,2.0202,-16.129999999999995,-21.23999999999998,-37.81,-80.75,-56.72999999999999,-0.16666666666666669,0.4,-0.4258241758241758,168.33800000000002,175.4557142857143,186.612,187.046,153.37466666666666,176.02735228226845,176.02735228226845,176.02735228226845,176.02735228226845,176.02735228226845,25.07147296457427,16.81437409225188,27.83790383852226,-114.58085494488066,-0.03409385320507105,-0.07119782274598513,0.043958298175984935,-0.07126666245275533,0.00401002040083931,17.74000000000001,1.5999999999999943,16.140000000000015,17.74000000000001,20.719523809523807,6616672.0,197.666892049148,179.8991210489256,135.55421228440773,8.2909
2016-01-29,148.11,159.76,148.05,155.75,145.27,4343139,669172752.0,7.2141,-9.9938,-3.0689,0.2294,-9.9991,-1.9753,10.47999999999999,-5.650000000000006,-27.75,-47.66999999999999,-42.25999999999999,0.0,0.43333333333333335,-0.4230769230769231,162.788,168.6457142857143,182.386,187.833,156.767,172.64779356855706,172.64779356855706,172.64779356855706,172.64779356855706,172.64779356855706,34.14634146341464,13.945313397693269,25.059385750356462,-63.416802489257634,0.01936116105408918,0.05029691672868127,0.07571744816867845,-0.0004051863912808973,0.005238386208616002,11.70999999999998,14.48999999999998,2.780000000000001,14.48999999999998,20.858571428571427,10959811.0,196.14925399980078,170.50927609883888,137.7707239011611,0.2758
2016-02-01,152.0,156.49,143.0,149.3,155.75,3704097,560076112.0,-4.1412,7.2141,-9.9938,0.8229,-9.999,8.0248,-6.449999999999989,4.030000000000001,-35.70999999999998,-33.78,-64.6,-0.6666666666666666,-0.5,-0.4148351648351648,155.64600000000002,163.82,175.926,187.59750000000003,159.76433333333335,168.7564946404642,168.7564946404642,168.7564946404642,168.7564946404642,168.7564946404642,35.30637765735723,11.024022957253436,22.25231319173586,-76.44375923427746,-0.02437163682128618,-0.01792281630113166,0.02911158932880416,-0.06103589058636913,0.003878673725606353,13.490000000000009,0.7400000000000091,12.75,13.490000000000009,20.894761904761907,7255714.0,194.74594630873423,160.679392584487,139.53394074884636,3.3413
2016-02-02,148.4,164.23,148.03,162.0,149.3,4522843,727119136.0,8.5064,-4.1412,7.2141,-9.9995,0.2294,5.6662,12.699999999999989,6.25,-4.509999999999991,-21.5,-64.02000000000001,-0.5,-0.4666666666666667,-0.41208791208791207,154.744,160.74857142857144,169.524,187.227,162.98700000000002,167.63041220038684,167.63041220038684,167.63041220038684,167.63041220038684,167.63041220038684,38.019169329073485,9.6227381625242,19.726398185893526,52.575767941438215,-0.006046373811864673,0.08768500449910405,0.10135655361618932,-0.0024963748078793645,0.003190730127430015,16.19999999999999,14.929999999999978,1.2700000000000102,16.19999999999999,20.99952380952381,11778557.0,193.5905356314358,168.38385825686913,142.9828084097976,-2.4447
2016-02-03,157.99,169.71,157.3,169.49,162.0,3660093,600909072.0,4.6235,8.5064,-4.1412,-3.0689,0.8229,-9.9991,7.490000000000009,20.189999999999998,8.090000000000003,-15.519999999999982,-33.92999999999998,-0.33333333333333337,-0.43333333333333335,-0.40934065934065933,156.362,158.53142857142856,166.131,186.384,166.24166666666667,167.94034350032237,167.94034350032237,167.94034350032237,167.94034350032237,167.94034350032237,39.42626683145775,9.012697503832896,17.5836580494814,134.66651894526893,-0.025064595347626402,0.07026218814520534,0.07155935813841648,-0.004376929820525516,0.0011283784456438033,12.409999999999997,7.710000000000008,4.699999999999989,12.409999999999997,20.857142857142854,15438650.0,192.9214845988498,180.67617569625176,139.85049097041494,-0.1718
